0 1.31992 0.42485 0
50 2.83872 0.37749 0.704057
100 4.17269 0.392581 1.2791
150 4.78273 0.380852 1.57396
200 5.28 0.400652 1.83802
250 5.59161 0.396653 1.98979
300 5.7997 0.407468 2.12697
350 6.01891 0.40169 2.22004
400 6.20832 0.411844 2.35486
450 6.28878 0.405832 2.40496
500 6.51805 0.407724 2.51745
550 6.70881 0.421235 2.65406
600 6.73251 0.41119 2.65594
650 6.84281 0.421059 2.70586
700 6.95376 0.417114 2.78607
750 7.13936 0.420732 2.85165
800 7.13966 0.425081 2.87913
850 7.25406 0.426163 2.93457
900 7.38957 0.416878 3.001
950 7.4941 0.429978 3.06096
1000 7.51307 0.435432 3.05446
1050 7.55571 0.438427 3.11643
1100 7.66794 0.434182 3.17538
1150 7.69171 0.43332 3.20675
1200 7.7656 0.428531 3.21413
1250 7.77591 0.423243 3.263
1300 7.85531 0.432227 3.28511
1350 7.86932 0.435141 3.3081
1400 8.04399 0.44694 3.37468
1450 7.75603 0.417783 3.31315
1500 7.82974 0.422505 3.33429
1550 7.89811 0.426071 3.36921
1600 7.91028 0.417024 3.40042
1650 7.9677 0.419623 3.41356
1700 8.05179 0.422114 3.45349
1750 8.08604 0.426318 3.47395
1800 8.10382 0.419469 3.47498
1850 8.16942 0.426437 3.50675
1900 8.2149 0.42532 3.54517
1950 8.22514 0.420365 3.54694
2000 8.22107 0.421095 3.58763
2050 8.27572 0.431375 3.59674
2100 8.34 0.428889 3.62738
2150 8.36525 0.43357 3.64881
2200 8.4326 0.434174 3.71637
2250 8.69032 0.451069 3.79664
2300 8.51086 0.434144 3.73262
2350 8.59603 0.433455 3.7664
2400 8.5584 0.442096 3.78081
2450 8.6959 0.439351 3.82827
2500 8.64685 0.442439 3.81482
2550 8.71877 0.438785 3.86895
2600 8.72156 0.44 3.83877
2650 8.77833 0.442725 3.87028
2700 9.01048 0.459053 4.02225
2750 8.89484 0.448156 3.9753
2800 8.82285 0.444603 3.93769
2850 8.94148 0.450388 3.97412
2900 8.99957 0.449253 4.0371
2950 8.99246 0.451509 4.0179
3000 9.08283 0.454 4.08565
3050 8.97419 0.448059 4.01722
3100 9.15056 0.461141 4.09987
3150 9.08022 0.449419 4.06409
3200 9.09403 0.437919 4.04631
3250 9.10039 0.455063 4.05249
3300 9.42188 0.465077 4.28209
3350 9.18452 0.449034 4.10148
3400 9.36548 0.459419 4.21481
3450 9.34847 0.461867 4.19356
3500 9.34584 0.458298 4.20228
3550 9.26055 0.454182 4.15009
3600 9.29296 0.45418 4.17255
3650 9.36445 0.454393 4.17677
3700 9.73965 0.475546 4.43714
3750 9.53296 0.463333 4.28751
3800 9.47483 0.458426 4.28073
3850 9.41743 0.449019 4.24458
3900 9.60189 0.466695 4.36273
3950 9.55129 0.459655 4.31974
4000 9.53266 0.453793 4.30818
4050 9.49487 0.447926 4.26879
4100 9.67364 0.463273 4.36411
4150 9.66176 0.465276 4.36459
4200 9.5667 0.451111 4.30734
4250 9.74556 0.460805 4.41017
4300 9.60808 0.46053 4.32775
4350 9.70031 0.458302 4.38004
4400 9.91471 0.468391 4.50004
4450 9.88678 0.468782 4.47721
4500 9.82803 0.467623 4.46574
4550 9.93983 0.46702 4.51123
4600 9.79548 0.461979 4.4349
4650 9.7902 0.458155 4.40433
4700 9.81509 0.459959 4.42658
4750 9.8209 0.453714 4.44678
4800 9.84151 0.461677 4.45761
4850 9.84895 0.458303 4.42932
4900 9.92149 0.460325 4.49606
4950 9.92108 0.459835 4.48098
