0 0 1 1
50 6.7642 1 6.53708
100 10.2585 1 8.90268
150 11.7228 1 9.90508
200 12.7478 1 10.5753
250 13.5298 1 11.0933
300 14.0542 1 11.4699
350 14.4464 1 11.7448
400 14.8625 1 12.0735
450 15.1896 1 12.3103
500 15.5604 1 12.4833
550 15.8505 1 12.732
600 15.9833 1 12.8651
650 16.3078 1 13.0332
700 16.5985 1 13.2138
750 16.8535 1 13.3382
800 17.0274 1 13.499
850 17.2619 1 13.5956
900 17.5023 1 13.7
950 17.6095 1 13.8693
1000 17.8018 1 13.9407
1050 17.9089 1 14.036
1100 18.0619 1 14.1474
1150 18.0938 1 14.2802
1200 18.279 1 14.3053
1250 18.4112 1 14.4194
1300 18.4955 1 14.4457
1350 18.5606 1 14.5397
1400 18.7162 1 14.5595
1450 18.7259 1 14.6686
1500 18.8456 1 14.7226
1550 18.9954 1 14.7657
1600 19.1259 1 14.8715
1650 19.2362 1 14.9157
1700 19.3115 1 14.9724
1750 19.407 1 15.0212
1800 19.504 1 15.091
1850 19.6248 1 15.1392
1900 19.7052 1 15.1951
1950 19.698 1 15.1838
2000 19.7659 1 15.3224
2050 19.8686 1 15.3317
2100 20.0504 1 15.3718
2150 20.0604 1 15.4381
2200 20.1099 1 15.4837
2250 20.2623 1 15.5103
2300 20.3139 1 15.5361
2350 20.4672 1 15.628
2400 20.4575 1 15.6562
2450 20.699 1 15.7258
2500 20.6703 1 15.7635
2550 20.7179 1 15.7986
2600 20.8004 1 15.8263
2650 20.897 1 15.8775
2700 20.9204 1 15.899
2750 21.0074 1 15.9441
2800 20.9218 1 15.9636
2850 21.0884 1 15.9728
2900 21.1105 1 16.0737
2950 21.1122 1 16.0677
3000 21.2406 1 16.1595
3050 21.1355 1 16.1497
3100 21.4558 1 16.1447
3150 21.4335 1 16.2316
3200 21.5456 1 16.259
3250 21.5827 1 16.2489
3300 21.5826 1 16.3092
3350 21.7421 1 16.3014
3400 21.6966 1 16.3366
3450 21.7916 1 16.368
3500 21.8693 1 16.3928
3550 21.8714 1 16.4472
3600 21.9672 1 16.4842
3650 21.9811 1 16.4691
3700 22.058 1 16.4917
3750 22.1245 1 16.5392
3800 22.1092 1 16.5696
3850 22.1134 1 16.5859
3900 22.276 1 16.6342
3950 22.2637 1 16.6512
4000 22.2582 1 16.6473
4050 22.3759 1 16.6755
4100 22.5527 1 16.7225
4150 22.5108 1 16.7492
4200 22.5189 1 16.7355
4250 22.6846 1 16.7681
4300 22.6018 1 16.7828
4350 22.6583 1 16.797
4400 22.7856 1 16.827
4450 22.8737 1 16.8406
4500 22.7815 1 16.8565
4550 22.8959 1 16.8716
4600 22.846 1 16.9161
4650 22.9964 1 16.9389
4700 23.013 1 16.9546
4750 23.0572 1 16.9895
4800 23.0008 1 16.9868
4850 23.1345 1 17.0061
4900 23.2653 1 17.0626
4950 23.2429 1 17.0576
